Time,Cindy,Carmen,Marta,Marina,Kelly,Windy,f0,video_names,f
193.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28740,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
193.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28770,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
193.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28800,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
193.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28830,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
193.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28860,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
193.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28890,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
193.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28920,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
193.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28950,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
193.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28980,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
193.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,0,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,30,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,60,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,90,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,120,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,150,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,180,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,210,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,240,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,270,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,300,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,330,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,360,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,390,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
193.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,420,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,450,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,480,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,510,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,540,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,570,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,600,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,630,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,660,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,690,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,720,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,750,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,780,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,810,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,840,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,870,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,900,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,930,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,960,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,990,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1020,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1050,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1080,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1110,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1140,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
194.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1170,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1200,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1230,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1260,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1290,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1320,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1350,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1380,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1410,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1440,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1470,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1500,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1530,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1560,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1590,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1620,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1650,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1680,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1710,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1740,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1770,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1800,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1830,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1860,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1890,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
195.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1920,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1950,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,1980,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2010,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2040,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2070,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2100,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2130,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2160,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2190,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2220,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2250,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2280,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2310,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2340,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2370,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2400,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2430,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2460,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2490,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2520,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2550,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2580,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2610,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2640,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
196.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2670,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2700,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2730,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2760,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2790,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2820,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2850,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2880,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2910,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2940,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,2970,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3000,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3030,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3060,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3090,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3120,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3150,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3180,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3210,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3240,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3270,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3300,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3330,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3360,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3390,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
197.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3420,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3450,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3480,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3510,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3540,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3570,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3600,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3630,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3660,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3690,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3720,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3750,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3780,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3810,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3840,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3870,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3900,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3930,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3960,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,3990,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4020,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4050,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4080,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4110,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4140,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
198.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4170,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
199 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4200,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
199.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4230,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
199.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4260,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
199.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4290,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
199.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4320,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
199.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4350,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
199.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4380,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
199.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4410,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
199.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4440,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
199.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,4470,G-C1L1P-Mar30-C-Kelly_q2_06-06_30fps.mp4,30
